COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest,pixeles_totales
70713,SAN ONOFRE,SUCRE,46408.77,1174166
70717,SAN PEDRO,SUCRE,87.84,241336
70742,SAN LUIS DE SINCÉ,SUCRE,4121.73,474563
70771,SUCRE,SUCRE,73924.11,1280001
70820,SANTIAGO DE TOLÚ,SUCRE,6635.79,342806
70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,6016.95,322909
73001,IBAGUÉ,TOLIMA,96068.97,1544470
73024,ALPUJARRA,TOLIMA,25929.539999999997,561804
73026,ALVARADO,TOLIMA,17023.23,386291
73030,AMBALEMA,TOLIMA,9160.109999999999,267170
73043,ANZOÁTEGUI,TOLIMA,30344.039999999997,526872
73055,ARMERO,TOLIMA,23748.84,494645
73067,ATACO,TOLIMA,66224.61,1139648
73124,CAJAMARCA,TOLIMA,40125.42,570153
73148,CARMEN DE APICALÁ,TOLIMA,10788.21,213963
73152,CASABIANCA,TOLIMA,12335.49,196340
73168,CHAPARRAL,TOLIMA,157212.9,2354606
73200,COELLO,TOLIMA,18663.39,385303
73217,COYAIMA,TOLIMA,17500.41,749689
73226,CUNDAY,TOLIMA,40188.96,568974
73236,DOLORES,TOLIMA,43088.04,730573
73268,ESPINAL,TOLIMA,4016.8799999999997,242732
73270,FALAN,TOLIMA,13992.119999999999,203549
73275,FLANDES,TOLIMA,813.6899999999999,108554
73283,FRESNO,TOLIMA,19722.239999999998,246623
73319,GUAMO,TOLIMA,8467.56,566979
73347,HERVEO,TOLIMA,24758.46,362263
73349,HONDA,TOLIMA,21753.18,342322
73352,ICONONZO,TOLIMA,18195.21,241289
73408,LÉRIDA,TOLIMA,14783.849999999999,305199
73411,LÍBANO,TOLIMA,24800.309999999998,316895
73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,20454.48,329399
73449,MELGAR,TOLIMA,13822.019999999999,226728
73461,MURILLO,TOLIMA,17625.6,475644
73483,NATAGAIMA,TOLIMA,29628.09,963266
73504,ORTEGA,TOLIMA,51903.54,1068924
73520,PALOCABILDO,TOLIMA,5788.62,72984
73547,PIEDRAS,TOLIMA,14100.3,397571
73555,PLANADAS,TOLIMA,152340.93,1963119
73563,PRADO,TOLIMA,25044.57,474085
73585,PURIFICACIÓN,TOLIMA,20836.26,450784
73616,RIOBLANCO,TOLIMA,164781.0,2290764
73622,RONCESVALLES,TOLIMA,49488.57,869386
73624,ROVIRA,TOLIMA,57862.619999999995,828970
73671,SALDAÑA,TOLIMA,2950.29,216593
73675,SAN ANTONIO,TOLIMA,32301.809999999998,429601
73678,SAN LUIS,TOLIMA,16851.69,462146
73686,SANTA ISABEL,TOLIMA,11475.63,303128
73770,SUÁREZ,TOLIMA,10150.289999999999,213133
73854,VALLE DE SAN JUAN,TOLIMA,10450.26,221817
73861,VENADILLO,TOLIMA,18098.64,375481
73870,VILLAHERMOSA,TOLIMA,19663.649999999998,313353
73873,VILLARRICA,TOLIMA,40781.79,482548
76001,SANTIAGO DE CALI,VALLE DEL CAUCA,27389.34,629693
76020,ALCALÁ,VALLE DEL CAUCA,4516.74,69919
76036,ANDALUCÍA,VALLE DEL CAUCA,4254.12,123719
76041,ANSERMANUEVO,VALLE DEL CAUCA,18936.09,342445
76054,ARGELIA,VALLE DEL CAUCA,8077.41,101785
76100,BOLÍVAR,VALLE DEL CAUCA,57480.21,832786
76109,BUENAVENTURA,VALLE DEL CAUCA,608751.0,7037234
76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,51764.939999999995,924678
76113,BUGALAGRANDE,VALLE DEL CAUCA,20053.8,444435
76122,CAICEDONIA,VALLE DEL CAUCA,12466.26,187134
76126,CALIMA,VALLE DEL CAUCA,70351.38,887891
76130,CANDELARIA,VALLE DEL CAUCA,3105.72,331670
76147,CARTAGO,VALLE DEL CAUCA,10169.279999999999,278285
76233,DAGUA,VALLE DEL CAUCA,72932.4,1025146
76243,EL ÁGUILA,VALLE DEL CAUCA,16597.17,210597
76246,EL CAIRO,VALLE DEL CAUCA,17653.5,240076
76248,EL CERRITO,VALLE DEL CAUCA,25034.94,494600
76250,EL DOVIO,VALLE DEL CAUCA,16323.21,264615
76275,FLORIDA,VALLE DEL CAUCA,23733.899999999998,449294
76306,GINEBRA,VALLE DEL CAUCA,19753.02,300840
76318,GUACARÍ,VALLE DEL CAUCA,9519.029999999999,181871
76364,JAMUNDÍ,VALLE DEL CAUCA,38794.409999999996,703383
76377,LA CUMBRE,VALLE DEL CAUCA,13342.769999999999,285731
76400,LA UNIÓN,VALLE DEL CAUCA,4003.3799999999997,135455
76403,LA VICTORIA,VALLE DEL CAUCA,12525.3,296665
76497,OBANDO,VALLE DEL CAUCA,8243.64,240628
76520,PALMIRA,VALLE DEL CAUCA,47743.56,1124837
76563,PRADERA,VALLE DEL CAUCA,19664.82,399226
76606,RESTREPO,VALLE DEL CAUCA,6825.42,153524
76616,RIOFRÍO,VALLE DEL CAUCA,21052.71,344905
76622,ROLDANILLO,VALLE DEL CAUCA,9189.18,263231
76670,SAN PEDRO,VALLE DEL CAUCA,12532.14,226302
76736,SEVILLA,VALLE DEL CAUCA,38850.03,601854
76823,TORO,VALLE DEL CAUCA,7975.62,196983
76828,TRUJILLO,VALLE DEL CAUCA,21496.05,344566
76834,TULUÁ,VALLE DEL CAUCA,61407.99,1018491
76845,ULLOA,VALLE DEL CAUCA,3199.5899999999997,46953
76863,VERSALLES,VALLE DEL CAUCA,12001.949999999999,224778
76869,VIJES,VALLE DEL CAUCA,5895.09,126377
76890,YOTOCO,VALLE DEL CAUCA,15578.64,366785
76892,YUMBO,VALLE DEL CAUCA,7277.58,257955
76895,ZARZAL,VALLE DEL CAUCA,17434.71,412254
81001,ARAUCA,ARAUCA,111416.12999999999,6493703
81065,ARAUQUITA,ARAUCA,179611.56,3423724
81220,CRAVO NORTE,ARAUCA,37764.0,5837080
81300,FORTUL,ARAUCA,73647.45,1302672
81591,PUERTO RONDÓN,ARAUCA,64375.29,2560083
81736,SARAVENA,ARAUCA,58319.64,1063142
81794,TAME,ARAUCA,288035.64,6088497
85001,YOPAL,CASANARE,81549.0,2786009
85010,AGUAZUL,CASANARE,56006.369999999995,1618708
85015,CHÁMEZA,CASANARE,27013.5,347766
85125,HATO COROZAL,CASANARE,109140.75,6180573
85136,LA SALINA,CASANARE,15689.43,224695
85139,MANÍ,CASANARE,51300.63,4208977
85162,MONTERREY,CASANARE,25040.969999999998,874205
85225,NUNCHÍA,CASANARE,39536.189999999995,1236903
85230,OROCUÉ,CASANARE,57207.15,5326327
85250,PAZ DE ARIPORO,CASANARE,145992.06,13575668
85263,PORE,CASANARE,21892.95,877074
85279,RECETOR,CASANARE,14308.74,203457
85300,SABANALARGA,CASANARE,19072.35,449870
85315,SÁCAMA,CASANARE,29305.17,350784
85325,SAN LUIS DE PALENQUE,CASANARE,57001.5,3351183
85400,TÁMARA,CASANARE,89850.59999999999,1225618
85410,TAURAMENA,CASANARE,70902.09,2675409
85430,TRINIDAD,CASANARE,60964.02,3327113
85440,VILLANUEVA,CASANARE,30316.14,935158
86001,MOCOA,PUTUMAYO,127491.29999999999,1456616
86219,COLÓN,PUTUMAYO,4760.19,71764
86320,ORITO,PUTUMAYO,184188.33,2164002
86568,PUERTO ASÍS,PUTUMAYO,258831.72,3148646
86569,PUERTO CAICEDO,PUTUMAYO,87820.92,1034729
86571,PUERTO GUZMÁN,PUTUMAYO,430493.31,5114611
86573,PUERTO LEGUÍZAMO,PUTUMAYO,1005748.02,12195877
86749,SIBUNDOY,PUTUMAYO,7602.929999999999,109068
86755,SAN FRANCISCO,PUTUMAYO,39247.29,454721
86757,SAN MIGUEL,PUTUMAYO,30175.92,423795
86760,SANTIAGO,PUTUMAYO,31505.76,381505
86865,VALLE DEL GUAMUEZ,PUTUMAYO,67268.34,909648
86885,VILLAGARZÓN,PUTUMAYO,132525.72,1559406
88001,SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",1986.57,30597
88564,PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",1816.56,25171
91001,LETICIA,AMAZONAS,604295.28,6894104
91263,EL ENCANTO,AMAZONAS,1047483.36,12189158
91405,LA CHORRERA,AMAZONAS,1267899.39,14165980
91407,LA PEDRERA,AMAZONAS,1333124.19,15217216
91430,LA VICTORIA,AMAZONAS,142276.22999999998,1598387
91460,MIRITÍ - PARANÁ,AMAZONAS,1681051.05,18820523
91530,PUERTO ALEGRÍA,AMAZONAS,836810.19,9502944
91536,PUERTO ARICA,AMAZONAS,1347207.3,15459682
91540,PUERTO NARIÑO,AMAZONAS,137642.94,1684811
91669,PUERTO SANTANDER,AMAZONAS,1458344.52,16457075
91798,TARAPACÁ,AMAZONAS,887712.2999999999,10243515
94001,INÍRIDA,GUAINÍA,1486740.42,17720513
94343,BARRANCOMINAS,GUAINÍA,1426018.5899999999,16038469
94883,SAN FELIPE,GUAINÍA,268947.63,3230266
94884,PUERTO COLOMBIA,GUAINÍA,1554854.5799999998,17393895
94885,LA GUADALUPE,GUAINÍA,92413.8,1276055
94886,CACAHUAL,GUAINÍA,195441.03,2583185
94887,PANA PANA,GUAINÍA,1018504.98,11359797
94888,MORICHAL,GUAINÍA,846505.44,9517644
95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,1544200.2,18731199
95015,CALAMAR,GUAVIARE,1338319.89,15142377
95025,EL RETORNO,GUAVIARE,1185184.6199999999,13897017
95200,MIRAFLORES,GUAVIARE,1259968.41,14312190
97001,MITÚ,VAUPÉS,1612945.89,18067242
97161,CARURÚ,VAUPÉS,624676.5,7108579
97511,PACOA,VAUPÉS,1395115.29,15604681
97666,TARAIRA,VAUPÉS,642647.4299999999,7244093
97777,PAPUNAHUA,VAUPÉS,553477.77,6190364
97889,YAVARATÉ,VAUPÉS,460997.19,5181863
99001,PUERTO CARREÑO,VICHADA,161715.33,13574955
99524,LA PRIMAVERA,VICHADA,182780.63999999998,20739123
99624,SANTA ROSALÍA,VICHADA,39449.43,4130105
99773,CUMARIBO,VICHADA,4221788.49,73092661
