category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,protocol_unassigned,registry,retired,status,vintage_start,vintage_end,credit_rows,startDate,endDate,fuente
forest,Colombia,,2022-08-04 00:00:00+00:00,False,0.0,2022-06-04 00:00:00+00:00,Aire de Vida “FIIVO JAAGAVA KOMUYA JAG+Y+”Monochoa REDD+,CCB106,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-106,,['ccb-redd'],,cercarbono,79441.0,registered,2019.0,2019.0,6.0,2019.0,2019.0,carbonplan_offsetsdb
forest,Colombia,,2022-09-19 00:00:00+00:00,False,0.0,2022-06-04 00:00:00+00:00,Proyecto Nuestro Aire Vida “Kai KOMUYAJAG+Y+” REDD+ Puerto Zábalo y Los Monos,CCB107,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-107,,['ccb-redd'],,cercarbono,170550.0,registered,2019.0,2019.0,1.0,2019.0,2019.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Nestlé & FNC Tree Planting Colombia,GLD23567,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs23567,South Pole Ltd,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,CDR ORINOQUIA,GLD23504,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs23504,Biofix Consultoría S.A.S. BIC,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Carbono Vivo Marañón KardiaNuts & Kashú,GLD23368,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs23368,C-NEUTRAL SAS,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Carbono Vivo Marañón,GLD23367,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs23367,C-NEUTRAL SAS,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,2026-05-22 00:00:00+00:00,2026-05-28 00:00:00+00:00,False,299766.0,,Brújula Verde,GLD23254,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs23254,Inverbosques S.A,,,gold-standard,7000.0,unknown,2023.0,2025.0,5.0,2023.0,2025.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Amazonia Nativa,GLD13100,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs13100,ACT Climate Solutions B.V.,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Conservación de la selva de Guainía,GLD12696,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs12696,Comunidades Sostenibles S.A.S.,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
forest,Colombia,2025-09-05 00:00:00+00:00,,False,224997.0,,BaumInvest Flor Saphira Reforestation Project El Capricho & La Catorce,GLD23178,Afforestation + Reforestation,carbonplan,https://registry.goldstandard.org/projects?q=gs23178,BaumInvest AG,['gs-reforest'],,gold-standard,0.0,unknown,2026.0,2030.0,5.0,2026.0,2030.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Renewable Energy and Biofertilizers from Waste in Colombia,GLD23143,Unknown,carbonplan,https://registry.goldstandard.org/projects?q=gs23143,atmosfair gGmbH,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,2024-10-21 00:00:00+00:00,,False,228817.0,,BaumInvest Flor Morado Reforestation Project Punta Hermosa & Moriche Solo,GLD12926,Afforestation + Reforestation,berkeley,https://registry.goldstandard.org/projects?q=gs12926,BaumInvest AG,,,gold-standard,0.0,unknown,2025.0,2029.0,5.0,2025.0,2029.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Sistema.bio Colombia Carbon Program: Waste management clean energy and regenerative agriculture on family farms,GLD12634,Manure Biodigester,berkeley,https://registry.goldstandard.org/projects?q=gs12634,FarmCarbon Management S.à r.l.,,,gold-standard,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Sistema.bio Colomabian Carbon Program: Biodigesters in Colombia 2024-25,GLD12635,Manure Biodigester,berkeley,https://registry.goldstandard.org/projects?q=gs12635,SISTEMA.BIO INC.,,,gold-standard,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,BioGrow Energy,GLD12384,Wastewater Methane,berkeley,https://registry.goldstandard.org/projects?q=gs12384,Carlo Vigna Taglianti,['ams-i-f'],,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Kardianuts Biochar Production in Colombia,GLD12234,Biochar,berkeley,https://registry.goldstandard.org/projects?q=gs12234,First Climate (Switzerland) AG,,['Not provided'],gold-standard,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,2023-11-06 00:00:00+00:00,,False,96160.0,,BaumInvest Flor Morado Reforestation Project Veraneo,GLD12186,Afforestation + Reforestation,berkeley,https://registry.goldstandard.org/projects?q=gs12186,BaumInvest AG,,,gold-standard,26115.0,unknown,2025.0,2028.0,22.0,2025.0,2028.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,San Juan de Pasto Clean Project,GLD10829,Fuel Switching,berkeley,https://registry.goldstandard.org/projects?q=gs10829,Sustainable Carbon - Projetos Ambientais LTDA,['ams-i-e'],,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,2017-12-21 00:00:00+00:00,2017-12-29 00:00:00+00:00,False,2274759.0,,Vichada Climate Reforestation Project (PAZ) ,GLD4221,Afforestation + Reforestation,berkeley,https://registry.goldstandard.org/projects?q=gs4221,FORLIANCE,,,gold-standard,1248064.0,unknown,2007.0,2024.0,1334.0,2007.0,2024.0,carbonplan_offsetsdb
unknown,Colombia,2022-10-31 00:00:00+00:00,2023-04-21 00:00:00+00:00,False,224498.0,,Barroso 20MW hydroelectric project,GLD4822,Hydropower,berkeley,https://registry.goldstandard.org/projects?q=gs4822,ISAGEN S.A. E.S.P.,,,gold-standard,54494.0,unknown,2018.0,2021.0,49.0,2018.0,2021.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Guanaquitas 9.74 MW hydroelectric project,GLD3932,Hydropower,berkeley,https://registry.goldstandard.org/projects?q=gs3932,ALLCOT AG,['ams-i-d'],,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
energy-efficiency,Colombia,,,False,0.0,,GS3510 Fundacion Natura Cookstove PoA_Satander,GLD3708,Cookstove,berkeley,https://registry.goldstandard.org/projects?q=gs3708,FundaciÃ³n Natura Colombia,['gs-tpddtec'],,gold-standard,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,2015-08-24 00:00:00+00:00,,False,169264.0,,Vegachi ecological restoration of degraded lands ,GLD3565,Afforestation + Reforestation,berkeley,https://registry.goldstandard.org/projects?q=gs3565,South Pole Ltd SCV,,,gold-standard,36551.0,unknown,2008.0,2037.0,124.0,2008.0,2037.0,carbonplan_offsetsdb
energy-efficiency,Colombia,,,False,0.0,,Fundacion Natura Cookstove POA,GLD3510,Cookstove,berkeley,https://registry.goldstandard.org/projects?q=gs3510,FundaciÃ³n Natura Colombia,['gs-tpddtec'],,gold-standard,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,GEN+: Alejandría Small Hydropower (SHP) Run-of-the-River CDM Project Bundle,GLD3375,Hydropower,berkeley,https://registry.goldstandard.org/projects?q=gs3375,CAEMA,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Programme of Activities for the Development and Promotion of Renewable Energy,GLD3349,Hydropower,berkeley,https://registry.goldstandard.org/projects?q=gs3349,CAEMA,,,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
forest,Colombia,2015-08-24 00:00:00+00:00,,False,70773.0,,Conservation and reforestation of degraded areas in Barbosa Colombia,GLD3025,Afforestation + Reforestation,berkeley,https://registry.goldstandard.org/projects?q=gs3025,Deactivated Projects,['gs-reforest'],,gold-standard,12189.0,unknown,2011.0,2050.0,92.0,2011.0,2050.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Caruquia 9.76 MW hydroelectric project,GLD1373,Hydropower,berkeley,https://registry.goldstandard.org/projects?q=gs1373,ALLCOT AG,['ams-i-d'],,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Caruquia 9.76 MW hydroelectric project Pre-CDM VERs,GLD1298,Hydropower,berkeley,https://registry.goldstandard.org/projects?q=gs1298,ALLCOT AG,['ams-i-d'],,gold-standard,0.0,listed,,,,,,carbonplan_offsetsdb
unknown,Colombia,2017-09-29 00:00:00+00:00,2018-01-12 00:00:00+00:00,False,150405.0,,Santander and Las Tapias Renewable Energy Project,GLD1074,Biomass,berkeley,https://registry.goldstandard.org/projects?q=gs1074,Sustainable Carbon - Projetos Ambientais LTDA,,['GS SS Ecologically Sound Fuel Switch to Biomass v1.'],gold-standard,128233.0,unknown,2013.0,2021.0,348.0,2013.0,2021.0,carbonplan_offsetsdb
